Catagery	Object_int_name	Object_Ext_name	Field_int_name	Field_ext_name	Field_type	Geom_type	Join_type	Relation	Is_Enum	Enum_values	Data_type	Mandatory	Field Size
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_wire_spec	Wire Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_wire_spec	Wire Spec	stranding	Stranding	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_wire_spec	Wire Spec	manufacturer_ampacity	Manufacturer Ampacity	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_wire_spec	Wire Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_wire_spec	Wire Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_wire_spec	Wire Spec	weight	Weight	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_wire_spec	Wire Spec	rated_strength	Rated Strength	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_wire_spec	Wire Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_wire_spec	Wire Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_wire_spec	Wire Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_wire_spec	Wire Spec	company_ampacity	Company Ampacity	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_wire_spec	Wire Spec	resistance_50	Resistance 50	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_wire_spec	Wire Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_wire_spec	Wire Spec	resistance_25	Resistance 25	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_wire_spec	Wire Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_wire_spec	Wire Spec	material	Material	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_wire_spec	Wire Spec	size_val	Size	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_wire_spec	Wire Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_wire_spec	Wire Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_wire_spec	Wire Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_wire_spec	Wire Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_wire_spec	Wire Spec	diameter	Diameter	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_wire_spec	Wire Spec	tp_type	Type	dd_phys_field	No	No	No	Yes	,,AAAC,ABC,Dog,Doubledog,Goat,MWSE,Panther,Rabbit,Racoon,Squirrel,Unknown,Weseal,Wolf,Zebra	NA	No	10
Specifications	eo_wire_spec	Wire Spec	equipment	Equipment	dd_join_field	No	Wire	0:N	No		NA	No	20
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	embedded_ind	Embedded	dd_phys_field	No	No	No	Yes	,,No,Unknown,Yes	NA	Yes	9
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	equipment	Equipment	dd_join_field	No	Isolating Equipment Controller	0:n	No		NA	No	20
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,,Unknown	NA	No	10
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	25
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_isolating_eqpt_ctrl_spec	Isolating Equipment Controller Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	ct_type	CT Type	dd_phys_field	No	No	No	Yes	,,On Line Type,Ring Type,Unknown	NA	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,CTPT Unit,Current Transformer,Unknown,Voltage Transformer	NA	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	peak_primary_current	Peak Primary Current	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	rated_insulation_voltage	Rated Insulation Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	accuracy_limit_factor	Accuracy Limit Factor (ALF)	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_current_transformer_spec	Current Transformer Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	safety_factor	Safety Factor	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	accuracy_power	Accuracy Power	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	accuracy_class	Accuracy Class	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_current_transformer_spec	Current Transformer Spec	equipment	Equipment	dd_join_field	No	Measuring Equipment	0:N	No		NA	No	20
Specifications	eo_current_transformer_spec	Current Transformer Spec	impulse_withstand_voltage	Impulse Withstand Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_current_transformer_spec	Current Transformer Spec	short_circuit_thermal	Short Circuit Thermal (Ith)	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_current_transformer_spec	Current Transformer Spec	dynamic_current	Dynamic Current (Idyn)	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_current_transformer_spec	Current Transformer Spec	ratio	Ratio	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	power_frequency_withstand_volt	Power Frequency Withstand Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_current_transformer_spec	Current Transformer Spec	primary_current	Primary Current	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_connector_point_spec	Connector Point Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_connector_point_spec	Connector Point Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_connector_point_spec	Connector Point Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_point_spec	Connector Point Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_point_spec	Connector Point Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_point_spec	Connector Point Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_point_spec	Connector Point Spec	equipment	Equipment	dd_join_field	No	Connector Point	0:N	No		NA	No	20
Specifications	eo_connector_point_spec	Connector Point Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_connector_point_spec	Connector Point Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_connector_point_spec	Connector Point Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,Branch Point,Breach,Cable Joint,Cable Straight Through Joint,Cable Termination,Earth,End Point,Mains,Pothead,Service,Splice,Straight,Termination,Unknown,Wire Change,Wire Joint	NA	Yes	20
Specifications	eo_connector_point_spec	Connector Point Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_connector_point_spec	Connector Point Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_point_spec	Connector Point Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_point_spec	Connector Point Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_conduit_spec	Conduit Spec	external_height	External Height	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_conduit_spec	Conduit Spec	conduit_type	Conduit Type	dd_phys_field	No	No	No	Yes	,Conduit,Duct Bank,Unknown	NA	Yes	10
Specifications	eo_conduit_spec	Conduit Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	25
Specifications	eo_conduit_spec	Conduit Spec	material	Material	dd_phys_field	No	No	No	Yes	,Cement,Concrete,Fiberglass,GI,HDPE,PE,PVC,RCC,Steel,Unknown	NA	Yes	10
Specifications	eo_conduit_spec	Conduit Spec	conduits	Conduits	dd_join_field	No	Conduit	0:n	No		NA	No	20
Specifications	eo_conduit_spec	Conduit Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_conduit_spec	Conduit Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_conduit_spec	Conduit Spec	internal_height	Internal Height	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_conduit_spec	Conduit Spec	is_solid	Solid	dd_phys_field	No	No	No	Yes	,,No,Unknown,Yes	NA	Yes	10
Specifications	eo_conduit_spec	Conduit Spec	internal_diameter	Internal Diameter	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_conduit_spec	Conduit Spec	external_width	External Width	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_conduit_spec	Conduit Spec	internal_width	Internal Width	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_conduit_spec	Conduit Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_conduit_spec	Conduit Spec	external_diameter	External Diameter	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_conduit_spec	Conduit Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_conduit_spec	Conduit Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_conduit_spec	Conduit Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_conduit_spec	Conduit Spec	is_circular	Circular	dd_phys_field	No	No	No	Yes	,,No,Unknown,Yes	NA	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,Arrester,Carrier Control,Fault Indicator,Fault Locator,Fault Pass Indicator,Lightining Arrester,Relay,Resistor,Series Reactor,Surge Protector,Unknown,Wave Trap	NA	Yes	20
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	tp_drain_voltage	Drain Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	trip_current	Trip Current	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	protection_type	Protection Type	dd_phys_field	No	No	No	Yes	,,Buckholtz,Current,Differential Protection,Distance Protection,Earth Fault,Fault Indication,Master Trip,OTI,Over Current,Surge Protection,Under Frequency,Under Voltage,Unknown,Voltage,WTI	NA	Yes	9
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	trip_voltage	Trip Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	equipment	Equipment	dd_join_field	No	Protective Equipment	0:N	No		NA	No	20
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_protective_eqpt_spec	Protective Equipment Spec	tp_rated_discharge_current	Rated Discharge Current	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	transfer_capacity	Transfer Capacity	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	tp_output_voltage	Output Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	rated_power	Rated Power	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	equipment	Equipment	dd_join_field	No	Energy Storage	0:N	No		NA	No	20
Specifications	eo_energy_storage_spec	Energy Storage Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_energy_storage_spec	Energy Storage Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_energy_storage_spec	Energy Storage Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	25
Specifications	eo_energy_storage_spec	Energy Storage Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	40
Specifications	eo_energy_storage_spec	Energy Storage Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	tp_rated_current	Rated Current	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	storage_capacity	Storage Capacity	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,Battery,Community Energy Storage,Dry,LeadAcid,Others,Sodium-sulfur Battery (NaS),Superconducting Magnetic Energy Storage,Unknown	NA	Yes	10
Specifications	eo_energy_storage_spec	Energy Storage Spec	reactive_power	Reactive Power	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_dac_control_setting	DAC Control Setting	control_setting_name	Control Setting Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_dac_control_setting	DAC Control Setting	control_type_10	Control Type 10	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	volt_var_control	Volt Var Control	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	data_concentrator	Data Concentrator	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	control_type_9	Control Type 9	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	control_type_5	Control Type 5	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	distribution_energy_management	Distribution Energy Management	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	circuit_reconfiguration	Circuit Reconfiguration	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	control_type_8	Control Type 8	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	control_type_7	Control Type 7	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	control_type_6	Control Type 6	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	controllers	Controllers	dd_join_field	No	Distribution Automation Controller	0:n	No		NA	No	20
Specifications	eo_dac_control_setting	DAC Control Setting	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_control_setting	DAC Control Setting	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_connector_segment_spec	Connector Segment Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_connector_segment_spec	Connector Segment Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_connector_segment_spec	Connector Segment Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_segment_spec	Connector Segment Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_segment_spec	Connector Segment Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_segment_spec	Connector Segment Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_connector_segment_spec	Connector Segment Spec	equipment	Equipment	dd_join_field	No	Connector Segment	0:N	No		NA	No	20
Specifications	eo_connector_segment_spec	Connector Segment Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
